timestamp,wind_onshore_mw,wind_offshore_mw,photovoltaics_mw,hydro_runofriver_mw,biomass_mw,other_renewables_mw,lignite_mw,hard_coal_mw,fossil_gas_mw,nuclear_mw,other_conventional_mw,pumped_storage_generation_mw,demand_mw,curtailment_or_exports_mw,unserved_or_imports_mw,total_generation_mw
2025-01-01 12:45:00+0100,52800.6,5953.7,8533.2,2548.3,5941.2,1803.5,0.0,0.0,0.0,0.0,0.0,0.0,59760.7,17819.7,0.0,77580.4
2025-01-01 13:00:00+0100,53671.1,6924.7,6417.4,2522.6,5910.3,1804.8,0.0,0.0,0.0,0.0,0.0,0.0,57890.6,19360.4,0.0,77251.0
2025-01-01 13:15:00+0100,56030.7,5746.1,9337.1,2637.2,6086.1,1857.2,0.0,0.0,0.0,0.0,0.0,0.0,58935.5,22758.8,0.0,81694.3
2025-01-01 13:30:00+0100,48510.9,6827.5,9764.8,2602.9,5988.7,1896.7,0.0,0.0,0.0,0.0,0.0,0.0,58832.6,16759.0,0.0,75591.6
2025-01-01 13:45:00+0100,53474.7,6155.5,5424.5,2615.6,5929.7,1910.6,0.0,0.0,0.0,0.0,0.0,0.0,58724.9,16785.6,0.0,75510.5
2025-01-01 14:00:00+0100,40036.2,5722.9,3964.2,2587.1,5990.9,1912.5,0.0,0.0,0.0,0.0,0.0,0.0,59107.1,1106.6,0.0,60213.7
2025-01-01 14:15:00+0100,59335.3,7900.9,4093.3,2500.0,6118.1,1631.3,0.0,0.0,0.0,0.0,0.0,0.0,60765.5,20813.5,0.0,81578.9
2025-01-01 14:30:00+0100,57787.0,5453.2,4740.6,2631.6,5995.0,1943.2,0.0,0.0,0.0,0.0,0.0,0.0,58715.9,19834.5,0.0,78550.5
2025-01-01 14:45:00+0100,50938.8,6180.6,5338.4,2500.0,6085.6,1837.8,0.0,0.0,0.0,0.0,0.0,0.0,60451.0,12430.2,0.0,72881.2
2025-01-01 15:00:00+0100,48918.9,5348.0,2689.1,2500.0,5978.7,1968.5,0.0,0.0,0.0,0.0,0.0,0.0,58157.9,9245.4,0.0,67403.2
2025-01-01 15:15:00+0100,50252.1,5719.0,3979.0,2500.0,6074.9,1870.4,0.0,0.0,0.0,0.0,0.0,0.0,59471.4,10924.1,0.0,70395.5
2025-01-01 15:30:00+0100,50800.5,6316.2,3797.6,2500.0,5976.9,1746.2,0.0,0.0,0.0,0.0,0.0,0.0,60026.0,11111.4,0.0,71137.4
2025-01-01 15:45:00+0100,47349.0,6960.1,3874.8,2515.0,5962.3,1849.1,0.0,0.0,0.0,0.0,0.0,0.0,60518.8,7991.5,0.0,68510.3
2025-01-01 16:00:00+0100,44630.0,6160.3,3591.1,2500.0,5940.2,1531.9,0.0,0.0,0.0,0.0,0.0,0.0,60746.5,3606.9,0.0,64353.4
2025-01-01 16:15:00+0100,49557.4,4948.6,2871.6,2500.0,6069.0,1729.9,0.0,0.0,0.0,0.0,0.0,0.0,60937.3,6739.3,0.0,67676.6
2025-01-01 16:30:00+0100,57655.8,5432.5,3170.9,2590.2,6092.2,1786.6,0.0,0.0,0.0,0.0,0.0,0.0,60026.1,16702.0,0.0,76728.1
2025-01-01 16:45:00+0100,47853.5,5688.3,2159.1,2604.1,5924.7,1737.2,0.0,0.0,0.0,0.0,0.0,0.0,60038.3,5928.6,0.0,65967.0
2025-01-01 17:00:00+0100,49020.4,5258.8,1294.5,2500.0,6064.4,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,61336.7,4559.3,0.0,65896.0
2025-01-01 17:15:00+0100,42552.0,5954.1,595.6,2500.0,5887.7,1802.7,1203.9,0.0,0.0,0.0,0.0,0.0,60496.0,0.0,0.0,60496.0
2025-01-01 17:30:00+0100,40808.6,5296.0,378.2,2520.3,5986.8,1731.2,2894.0,0.0,0.0,0.0,0.0,0.0,59615.0,0.0,0.0,59615.0
2025-01-01 17:45:00+0100,39230.3,4595.7,106.0,2500.0,6031.3,1536.8,5827.4,0.0,0.0,0.0,0.0,0.0,59827.5,0.0,0.0,59827.5
2025-01-01 18:00:00+0100,49407.7,4966.9,0.0,2502.1,5924.5,1798.4,0.0,0.0,0.0,0.0,0.0,0.0,60091.8,4507.8,0.0,64599.5
2025-01-01 18:15:00+0100,42738.5,4648.5,0.0,2511.1,6055.2,1832.7,3638.4,0.0,0.0,0.0,0.0,0.0,61424.4,0.0,0.0,61424.4
2025-01-01 18:30:00+0100,51154.6,5303.7,0.0,2500.0,6005.4,1626.5,0.0,0.0,0.0,0.0,0.0,0.0,61147.3,5442.9,0.0,66590.2
2025-01-01 18:45:00+0100,44114.1,4631.8,0.0,2500.0,5987.5,1643.4,2789.5,0.0,0.0,0.0,0.0,0.0,61666.3,0.0,0.0,61666.3
2025-01-01 19:00:00+0100,53245.2,5423.3,0.0,2681.6,5916.6,1500.2,0.0,0.0,0.0,0.0,0.0,0.0,60669.0,8098.0,0.0,68767.0
2025-01-01 19:15:00+0100,51829.5,5224.8,0.0,2500.0,5886.2,1600.6,0.0,0.0,0.0,0.0,0.0,0.0,61187.5,5853.5,0.0,67041.0
2025-01-01 19:30:00+0100,47488.2,5210.2,0.0,2673.6,6035.7,1641.1,0.0,0.0,0.0,0.0,0.0,0.0,61582.1,1466.7,0.0,63048.9
2025-01-01 19:45:00+0100,49496.3,6081.8,0.0,2515.4,5983.4,1812.1,0.0,0.0,0.0,0.0,0.0,0.0,60698.5,5190.5,0.0,65889.0
2025-01-01 20:00:00+0100,53145.3,5894.6,0.0,2500.0,5908.7,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,61330.3,7850.2,0.0,69180.5
2025-01-01 20:15:00+0100,47881.2,4655.3,0.0,2500.0,5967.8,1853.4,0.0,0.0,0.0,0.0,0.0,0.0,60251.7,2606.1,0.0,62857.8
2025-01-01 20:30:00+0100,50343.8,6830.1,0.0,2505.1,6053.0,2021.8,0.0,0.0,0.0,0.0,0.0,0.0,60436.3,7317.6,0.0,67753.9
2025-01-01 20:45:00+0100,60000.0,6399.1,0.0,2673.7,5980.9,1683.8,0.0,0.0,0.0,0.0,0.0,0.0,60324.4,16413.1,0.0,76737.5
2025-01-01 21:00:00+0100,55569.1,5701.2,0.0,2529.8,6001.4,1857.0,0.0,0.0,0.0,0.0,0.0,0.0,59488.0,12170.4,0.0,71658.4
2025-01-01 21:15:00+0100,47742.0,5951.9,0.0,2500.0,5942.4,1846.9,0.0,0.0,0.0,0.0,0.0,0.0,60892.2,3091.0,0.0,63983.3
2025-01-01 21:30:00+0100,43168.3,6492.6,0.0,2530.8,6064.1,1739.2,0.0,0.0,0.0,0.0,0.0,0.0,59916.7,78.3,0.0,59995.0
2025-01-01 21:45:00+0100,47086.1,5704.9,0.0,2500.0,5903.9,1925.2,0.0,0.0,0.0,0.0,0.0,0.0,60233.3,2886.8,0.0,63120.1
2025-01-01 22:00:00+0100,42018.2,5634.7,0.0,2500.0,6010.8,1992.5,2381.0,0.0,0.0,0.0,0.0,0.0,60537.2,0.0,0.0,60537.2
2025-01-01 22:15:00+0100,47688.5,5378.5,0.0,2500.0,5963.4,1915.3,0.0,0.0,0.0,0.0,0.0,0.0,60390.4,3055.4,0.0,63445.8
2025-01-01 22:30:00+0100,38100.0,6225.9,0.0,2514.5,6031.7,1451.3,6151.0,0.0,0.0,0.0,0.0,0.0,60474.3,0.0,0.0,60474.3
2025-01-01 22:45:00+0100,39569.8,6922.8,0.0,2592.8,5979.5,1721.6,2891.7,0.0,0.0,0.0,0.0,0.0,59678.2,0.0,0.0,59678.2
2025-01-01 23:00:00+0100,47250.6,6051.9,0.0,2500.0,5996.2,1835.6,0.0,0.0,0.0,0.0,0.0,0.0,59282.9,4351.4,0.0,63634.3
2025-01-01 23:15:00+0100,39422.6,6509.7,0.0,2500.0,6000.7,1796.4,3266.3,0.0,0.0,0.0,0.0,0.0,59495.6,0.0,0.0,59495.6
2025-01-01 23:30:00+0100,50060.0,5041.6,0.0,2530.2,5814.0,1681.7,0.0,0.0,0.0,0.0,0.0,0.0,57959.3,7168.3,0.0,65127.6
2025-01-01 23:45:00+0100,56169.4,5583.7,0.0,2500.0,5995.3,1723.2,0.0,0.0,0.0,0.0,0.0,0.0,58093.6,13878.0,0.0,71971.6
2025-01-02 00:00:00+0100,47799.7,5010.1,0.0,2632.8,6002.2,1959.3,0.0,0.0,0.0,0.0,0.0,0.0,57686.1,5718.2,0.0,63404.2
2025-01-02 00:15:00+0100,51617.1,6131.6,0.0,2579.3,6062.1,1870.5,0.0,0.0,0.0,0.0,0.0,0.0,57979.9,10280.7,0.0,68260.6
2025-01-02 00:30:00+0100,50366.7,6330.0,0.0,2500.0,5868.9,1819.4,0.0,0.0,0.0,0.0,0.0,0.0,59238.5,7646.6,0.0,66885.1
2025-01-02 00:45:00+0100,42440.5,6050.3,0.0,2595.4,5991.0,1765.8,0.0,0.0,0.0,0.0,0.0,0.0,58065.7,777.3,0.0,58843.0
2025-01-02 01:00:00+0100,43291.8,6273.4,0.0,2520.9,5944.6,1603.5,0.0,0.0,0.0,0.0,0.0,0.0,58542.9,1091.2,0.0,59634.1
2025-01-02 01:15:00+0100,57029.5,6604.5,0.0,2500.0,6167.7,1751.9,0.0,0.0,0.0,0.0,0.0,0.0,60056.2,13997.3,0.0,74053.6
2025-01-02 01:30:00+0100,58473.9,6175.9,0.0,2520.3,5950.0,1871.1,0.0,0.0,0.0,0.0,0.0,0.0,58571.3,16419.8,0.0,74991.1
2025-01-02 01:45:00+0100,59737.1,5940.6,0.0,2694.9,5918.8,1966.1,0.0,0.0,0.0,0.0,0.0,0.0,59562.4,16695.1,0.0,76257.5
2025-01-02 02:00:00+0100,59159.7,7423.5,0.0,2509.9,6032.6,1778.1,0.0,0.0,0.0,0.0,0.0,0.0,58067.3,18836.5,0.0,76903.8
2025-01-02 02:15:00+0100,49198.4,5981.6,0.0,2715.1,5977.4,2151.8,0.0,0.0,0.0,0.0,0.0,0.0,58734.4,7289.9,0.0,66024.3
2025-01-02 02:30:00+0100,54070.9,6082.5,0.0,2500.7,5882.9,1799.5,0.0,0.0,0.0,0.0,0.0,0.0,58079.3,12257.2,0.0,70336.5
2025-01-02 02:45:00+0100,57629.8,6740.8,0.0,2500.0,5957.3,1665.1,0.0,0.0,0.0,0.0,0.0,0.0,58648.2,15844.8,0.0,74493.0
2025-01-02 03:00:00+0100,48662.9,5497.5,0.0,2500.0,6039.0,2079.5,0.0,0.0,0.0,0.0,0.0,0.0,59733.5,5045.4,0.0,64778.9
2025-01-02 03:15:00+0100,52915.1,7799.4,0.0,2568.1,5999.9,1854.4,0.0,0.0,0.0,0.0,0.0,0.0,57452.0,13684.8,0.0,71136.8
2025-01-02 03:30:00+0100,49619.8,6965.3,0.0,2590.0,6031.5,1802.5,0.0,0.0,0.0,0.0,0.0,0.0,59433.1,7575.9,0.0,67009.1
2025-01-02 03:45:00+0100,50832.1,6433.1,0.0,2618.2,6024.6,1833.8,0.0,0.0,0.0,0.0,0.0,0.0,59298.6,8443.2,0.0,67741.8
2025-01-02 04:00:00+0100,57399.1,7718.1,0.0,2500.0,6025.6,1883.5,0.0,0.0,0.0,0.0,0.0,0.0,58599.8,16926.5,0.0,75526.2
2025-01-02 04:15:00+0100,60000.0,8096.6,0.0,2605.7,5979.4,1660.9,0.0,0.0,0.0,0.0,0.0,0.0,57890.6,20452.0,0.0,78342.6
2025-01-02 04:30:00+0100,60000.0,6137.2,0.0,2822.2,6097.8,1628.5,0.0,0.0,0.0,0.0,0.0,0.0,59322.3,17363.4,0.0,76685.7
2025-01-02 04:45:00+0100,57248.8,5369.8,0.0,2500.0,5938.1,1988.2,0.0,0.0,0.0,0.0,0.0,0.0,58853.8,14191.1,0.0,73044.9
2025-01-02 05:00:00+0100,53397.1,6946.2,0.0,2637.2,6008.7,1801.2,0.0,0.0,0.0,0.0,0.0,0.0,59619.6,11170.8,0.0,70790.3
2025-01-02 05:15:00+0100,59826.6,6996.0,0.0,2500.0,6023.3,1820.9,0.0,0.0,0.0,0.0,0.0,0.0,59515.5,17651.3,0.0,77166.9
2025-01-02 05:30:00+0100,53002.1,6773.7,0.0,2500.0,6107.7,1952.8,0.0,0.0,0.0,0.0,0.0,0.0,61027.7,9308.7,0.0,70336.4
2025-01-02 05:45:00+0100,60000.0,7368.7,0.0,2676.7,5863.2,1888.1,0.0,0.0,0.0,0.0,0.0,0.0,59463.5,18333.3,0.0,77796.9
2025-01-02 06:00:00+0100,55321.1,6346.2,0.0,2676.7,6087.4,1701.6,0.0,0.0,0.0,0.0,0.0,0.0,58851.1,13281.8,0.0,72133.0
2025-01-02 06:15:00+0100,54530.0,6053.6,84.7,2623.7,5853.5,1859.7,0.0,0.0,0.0,0.0,0.0,0.0,60024.9,10980.3,0.0,71005.2
2025-01-02 06:30:00+0100,44113.3,6547.3,562.6,2598.0,5968.9,1704.3,0.0,0.0,0.0,0.0,0.0,0.0,60148.2,1346.2,0.0,61494.4
2025-01-02 06:45:00+0100,49010.0,7007.3,861.0,2500.0,5968.1,1701.6,0.0,0.0,0.0,0.0,0.0,0.0,61252.7,5795.3,0.0,67048.0
2025-01-02 07:00:00+0100,53360.1,4834.7,1435.8,2584.0,6187.0,1732.6,0.0,0.0,0.0,0.0,0.0,0.0,60850.2,9284.1,0.0,70134.2
2025-01-02 07:15:00+0100,45411.6,6239.2,1415.2,2500.0,6117.3,1784.8,0.0,0.0,0.0,0.0,0.0,0.0,60476.4,2991.7,0.0,63468.1
2025-01-02 07:30:00+0100,34016.2,5151.2,2503.2,2500.0,6003.8,1722.2,9617.8,0.0,0.0,0.0,0.0,0.0,61514.4,0.0,0.0,61514.4
2025-01-02 07:45:00+0100,52937.8,5968.6,3356.3,2509.5,6067.6,1882.3,0.0,0.0,0.0,0.0,0.0,0.0,59153.6,13568.4,0.0,72722.0
2025-01-02 08:00:00+0100,43170.3,4873.5,4623.5,2508.3,5841.1,1640.9,0.0,0.0,0.0,0.0,0.0,0.0,59656.7,3000.8,0.0,62657.5
2025-01-02 08:15:00+0100,48932.6,5176.3,4407.9,2500.0,5991.2,1816.5,0.0,0.0,0.0,0.0,0.0,0.0,59390.2,9434.3,0.0,68824.5
2025-01-02 08:30:00+0100,49685.9,6120.3,4516.8,2500.0,5951.7,1883.0,0.0,0.0,0.0,0.0,0.0,0.0,59848.0,10809.6,0.0,70657.6
2025-01-02 08:45:00+0100,47228.0,6343.4,2783.0,2500.0,5939.1,1928.7,0.0,0.0,0.0,0.0,0.0,0.0,58918.6,7803.6,0.0,66722.2
2025-01-02 09:00:00+0100,51307.6,6252.2,4874.0,2500.0,6067.6,1565.6,0.0,0.0,0.0,0.0,0.0,0.0,60673.7,11893.3,0.0,72567.0
2025-01-02 09:15:00+0100,44420.5,4565.1,3278.4,2500.0,5836.5,1864.5,0.0,0.0,0.0,0.0,0.0,0.0,59834.3,2630.8,0.0,62465.1
2025-01-02 09:30:00+0100,40946.8,5284.3,4540.0,2776.4,6055.2,1913.8,0.0,0.0,0.0,0.0,0.0,0.0,58633.2,2883.2,0.0,61516.5
2025-01-02 09:45:00+0100,55789.2,5725.8,9780.7,2500.0,6049.3,1820.5,0.0,0.0,0.0,0.0,0.0,0.0,58958.8,22706.8,0.0,81665.6
2025-01-02 10:00:00+0100,38402.2,4659.2,4748.3,2500.0,6125.2,1738.3,1893.5,0.0,0.0,0.0,0.0,0.0,60066.8,0.0,0.0,60066.8
2025-01-02 10:15:00+0100,43826.2,4248.8,2378.0,2500.0,6054.3,1919.7,0.0,0.0,0.0,0.0,0.0,0.0,60449.7,477.4,0.0,60927.1
2025-01-02 10:30:00+0100,45359.3,5353.7,8982.4,2541.4,5861.3,1871.7,0.0,0.0,0.0,0.0,0.0,0.0,61404.8,8565.0,0.0,69969.8
2025-01-02 10:45:00+0100,46590.8,5313.9,6127.3,2748.4,6047.9,2031.9,0.0,0.0,0.0,0.0,0.0,0.0,62146.6,6713.5,0.0,68860.2
2025-01-02 11:00:00+0100,56080.6,5727.6,9460.8,2500.0,5964.3,1900.1,0.0,0.0,0.0,0.0,0.0,0.0,59819.8,21813.7,0.0,81633.5
2025-01-02 11:15:00+0100,45335.0,5084.9,5322.4,2501.4,5989.6,1853.4,0.0,0.0,0.0,0.0,0.0,0.0,58486.8,7599.8,0.0,66086.7
2025-01-02 11:30:00+0100,37960.8,4863.6,7096.6,2500.0,6017.4,1783.9,0.0,0.0,0.0,0.0,0.0,0.0,57398.7,2823.6,0.0,60222.3
2025-01-02 11:45:00+0100,45410.5,6305.7,10883.8,2538.5,6083.0,1948.1,0.0,0.0,0.0,0.0,0.0,0.0,59509.0,13660.7,0.0,73169.7
2025-01-02 12:00:00+0100,43204.1,4970.2,5119.2,2500.0,6126.8,1826.4,0.0,0.0,0.0,0.0,0.0,0.0,58498.2,5248.6,0.0,63746.8
2025-01-02 12:15:00+0100,48473.1,5219.9,7750.1,2500.0,6134.1,1873.5,0.0,0.0,0.0,0.0,0.0,0.0,58829.6,13121.1,0.0,71950.7
2025-01-02 12:30:00+0100,45585.0,4437.4,8728.1,2500.0,6059.3,1818.1,0.0,0.0,0.0,0.0,0.0,0.0,58638.0,10490.0,0.0,69127.9
2025-01-02 12:45:00+0100,42822.6,5789.7,6332.7,2588.2,6016.5,1756.8,0.0,0.0,0.0,0.0,0.0,0.0,59059.6,6246.9,0.0,65306.5
2025-01-02 13:00:00+0100,44471.5,5575.5,8307.1,2500.0,5972.5,1980.3,0.0,0.0,0.0,0.0,0.0,0.0,60155.1,8651.9,0.0,68807.0
2025-01-02 13:15:00+0100,48665.3,5888.1,7596.5,2517.9,6159.3,1985.7,0.0,0.0,0.0,0.0,0.0,0.0,59358.3,13454.6,0.0,72812.8
2025-01-02 13:30:00+0100,47640.8,6343.2,8408.2,2500.0,6033.6,1717.1,0.0,0.0,0.0,0.0,0.0,0.0,59106.9,13536.1,0.0,72642.9
2025-01-02 13:45:00+0100,40389.1,5710.6,10651.3,2500.0,5984.2,1999.5,0.0,0.0,0.0,0.0,0.0,0.0,58361.5,8873.3,0.0,67234.8
2025-01-02 14:00:00+0100,41865.3,7195.2,11710.1,2586.9,6136.0,1887.6,0.0,0.0,0.0,0.0,0.0,0.0,57841.1,13540.0,0.0,71381.1
2025-01-02 14:15:00+0100,51345.0,6671.2,7128.2,2500.0,6184.8,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,58975.9,16580.3,0.0,75556.2
